datetime,latitude,longtitude,depth,magnitude1,magnitude2,max_intensity,district_id,region_id,description,time
2001-07-07 18:38:43,17.541666666666668,72.07666666666667,33.0,6.6,7.3,None,9,None,NEAR COAST OF PERU       USGS,2001-07-07 18:38:43
2001-08-06 12:52:59,55.53666666666667,123.42166666666668,10.0,6.1,6.5,None,9,None,SE PACIFIC RISE          USGS,2001-08-06 12:52:59
2001-08-14 05:11:24,40.995,142.435,38.0,6.4,6.2,4.0,2,60,E OFF AOMORI PREF        NPS,2001-08-14 05:11:24
2001-08-18 07:25:47,25.756666666666668,126.30666666666669,18.0,6.4,6.2,3.0,7,294,NEAR OKINAWAJIMA ISLAND,2001-08-18 07:25:47
2001-08-21 15:52:06,36.81166666666667,179.575,33.0,6.4,7.1,None,9,None,"E OF N ISLAND, N.ZEAL.   USGS",2001-08-21 15:52:06
2001-09-07 11:45:59,13.165,97.29666666666668,10.0,6.2,5.8,None,9,None,SOUTH INDIAN OCEAN       USGS,2001-09-07 11:45:59
2001-10-10 08:53:37,47.75666666666667,155.10166666666666,33.0,6.5,5.7,None,9,None,EAST OF KURIL ISLANDS    USGS,2001-10-10 08:53:37
2001-10-13 00:02:16,12.685,144.98,37.0,6.7,7.3,None,9,None,SOUTH OF THE MARIANAS    USGS,2001-10-13 00:02:16
2001-10-19 12:28:44,4.101666666666667,123.90666666666668,33.0,6.3,7.3,None,9,None,BANDA SEA                USGS,2001-10-19 12:28:44
2001-11-09 09:47:55,9.641666666666667,82.3,10.0,6.1,5.7,None,9,None,PANAMA-COSTA RICA BORDER USGS,2001-11-09 09:47:55
2001-11-14 18:26:10,35.945,90.54,10.0,6.1,8.0,None,9,None,"QINGHAI, CHINA           USGS",2001-11-14 18:26:10
2001-12-02 22:01:55,39.39833333333333,141.26166666666666,122.0,6.4,6.4,5.0,2,49,SOUTHERN IWATE PREF      NPS,2001-12-02 22:01:55
2001-12-12 23:02:35,42.81166666666667,124.68666666666668,10.0,6.5,6.7,None,9,None,SOUTH OF AUSTRALIA       USGS,2001-12-12 23:02:35
2001-12-18 13:02:59,23.89333333333333,122.815,8.0,7.3,7.6,4.0,7,290,NEAR ISHIGAKIJIMA ISLAND NPS,2001-12-18 13:02:59
2001-12-23 19:21:31,27.78333333333333,142.09166666666667,46.0,6.1,5.8,2.0,8,333,NEAR CHICHIJIMA ISLAND   NPS,2001-12-23 19:21:31
2001-12-24 07:52:54,9.611666666666666,159.53,16.0,6.2,7.0,None,9,None,SOLOMON ISLANDS          USGS,2001-12-24 07:52:54
2002-01-03 02:22:48,17.6,167.855,21.0,6.3,7.5,None,9,None,VANUATU (NEW HEBRIDES)   USGS,2002-01-03 02:22:48
2002-01-22 13:53:52,35.79,26.616666666666667,88.0,6.2,None,None,9,None,CRETE                    USGS,2002-01-22 13:53:52
2002-01-28 22:50:28,49.38,155.59333333333333,33.0,6.1,5.7,None,9,None,KURILE ISLANDS           USGS,2002-01-28 22:50:28
2002-03-03 21:08:07,36.428333333333335,70.43666666666667,209.0,6.3,None,None,9,None,"HINDU KUSH, AFGHANISTAN  USGS",2002-03-03 21:08:07
2002-03-06 06:16:09,6.031666666666666,124.24833333333332,31.0,6.3,7.2,None,9,None,"MINDANAO, PHILIPPINE IS. USGS",2002-03-06 06:16:09
2002-03-26 12:45:43,23.196666666666665,124.265,0.0,7.0,5.6,1.0,7,290,NEAR ISHIGAKIJIMA ISLAND NPS,2002-03-26 12:45:43
2002-03-28 13:56:22,21.661666666666665,68.32833333333333,125.0,6.1,None,None,9,None,CHILE-BOLIVIA BORDER     USGS,2002-03-28 13:56:22
2002-03-31 15:52:50,24.231666666666666,121.97,55.0,7.0,7.3,3.0,8,311,TAIWAN REGION            NPS,2002-03-31 15:52:50
2002-04-02 04:59:32,29.67,71.38333333333334,71.0,6.1,None,None,9,None,NEAR COAST OF CEN. CHILE USGS,2002-04-02 04:59:32
2002-04-19 01:08:36,27.535,70.585,62.0,6.2,None,None,9,None,NEAR COAST OF N CHILE    USGS,2002-04-19 01:08:36
2002-04-27 01:06:07,13.086666666666666,144.61833333333334,86.0,6.5,None,None,9,None,MARIANAS                 USGS,2002-04-27 01:06:07
2002-05-15 12:46:06,24.64666666666667,121.79666666666668,47.0,7.0,6.4,3.0,8,311,TAIWAN REGION,2002-05-15 12:46:06
2002-05-29 01:45:18,23.961666666666662,122.27666666666669,30.0,6.1,5.8,2.0,8,311,TAIWAN REGION            NPS,2002-05-29 01:45:18
2002-06-03 18:15:01,27.681666666666665,140.455,521.0,6.1,5.7,1.0,8,332,W OFF OGASAWARA          NPS,2002-06-03 18:15:01
2002-06-22 11:58:21,35.625,49.04666666666667,10.0,6.2,6.4,None,9,None,WESTERN IRAN             USGS,2002-06-22 11:58:21
2002-06-29 02:19:33,43.50333333333333,131.39166666666668,589.0,7.0,7.4,2.0,8,319,NEAR VLADIVOSTOK         NPS,2002-06-29 02:19:33
2002-07-11 16:36:24,23.995,122.20666666666666,23.0,6.1,5.8,2.0,8,311,TAIWAN REGION            NPS,2002-07-11 16:36:24
2002-08-03 08:11:40,29.336666666666662,139.585,449.0,6.2,5.9,2.0,8,331,NEAR TORISHIMA IS        NPS,2002-08-03 08:11:40
2002-08-14 22:12:39,7.83,136.88,10.0,6.1,6.0,None,9,None,WESTERN CAROLINE ISLANDS USGS,2002-08-14 22:12:39
2002-08-14 22:57:52,14.1,146.19833333333332,30.0,6.1,6.4,None,9,None,MARIANAS                 USGS,2002-08-14 22:57:52
2002-08-19 20:01:01,21.695,179.51166666666666,580.0,6.7,None,None,9,None,FIJI REGION              USGS,2002-08-19 20:01:01
2002-08-19 20:08:24,23.883333333333333,178.495,675.0,7.0,None,None,9,None,SOUTH OF FIJI            USGS,2002-08-19 20:08:24
2002-08-19 20:23:06,23.898333333333333,178.375,677.0,6.1,None,None,9,None,SOUTH OF FIJI            USGS,2002-08-19 20:23:06
2002-08-20 19:59:32,30.995,142.10333333333332,28.0,6.4,5.5,None,8,331,NEAR TORISHIMA IS        NPS,2002-08-20 19:59:32
2002-09-09 03:44:23,3.3016666666666667,142.945,13.0,6.5,7.8,None,9,None,NEAR NEW GUINEA N. COAST USGS,2002-09-09 03:44:23
2002-09-12 18:18:06,23.02833333333333,145.35166666666666,1.0,6.1,None,None,8,335,FAR E OFF OGASAWARA,2002-09-12 18:18:06
2002-09-14 07:28:29,13.035,93.06666666666666,21.0,6.2,6.7,None,9,None,"ANDAMAN ISLANDS, INDIA   USGS",2002-09-14 07:28:29
2002-09-15 17:39:31,44.805,130.59333333333333,644.0,6.3,6.4,1.0,8,319,NEAR VLADIVOSTOK         NPS,2002-09-15 17:39:31
2002-09-24 12:57:22,31.51833333333333,69.2,120.0,6.2,None,None,9,None,"SAN JUAN PROV.,ARGENTINA USGS",2002-09-24 12:57:22
2002-10-05 04:05:48,20.99,179.015,621.0,6.1,None,None,9,None,FIJI REGION              USGS,2002-10-05 04:05:48
2002-10-10 19:50:20,1.7566666666666666,134.29666666666665,10.0,6.5,7.7,None,9,None,"IRIAN JAYA, INDONESIA    USGS",2002-10-10 19:50:20
2002-10-10 21:28:25,1.51,133.97166666666666,10.0,6.2,6.7,None,9,None,"IRIAN JAYA, INDONESIA    USGS",2002-10-10 21:28:25
2002-10-14 23:12:43,41.15166666666666,142.28,53.0,6.1,6.1,5.0,2,60,E OFF AOMORI PREF        NPS,2002-10-14 23:12:43
2002-10-16 19:12:21,51.95166666666667,157.32166666666666,102.0,6.1,None,None,9,None,NEAR KAMCHATKA E. COAST  USGS,2002-10-16 19:12:21
2002-10-19 21:09:07,44.32666666666667,149.57666666666665,30.0,6.6,5.6,None,1,25,SE OFF ETOROFU,2002-10-19 21:09:07
2002-10-25 06:53:43,6.03,94.41833333333334,65.0,6.2,None,None,9,None,"NICOBAR ISLANDS, INDIA   USGS",2002-10-25 06:53:43
2002-11-02 10:26:10,2.8233333333333333,96.085,30.0,6.2,7.6,None,9,None,"N SUMATERA, INDONESIA    USGS",2002-11-02 10:26:10
2002-11-03 12:37:43,38.895,142.13833333333332,46.0,6.3,6.1,5.0,2,66,KINKAZAN REGION          NPS,2002-11-03 12:37:43
2002-11-04 07:12:41,63.516666666666666,147.44333333333333,5.0,7.0,8.5,None,9,None,CENTRAL ALASKA           USGS,2002-11-04 07:12:41
2002-11-16 04:58:31,56.05,36.403333333333336,10.0,6.1,6.6,None,9,None,SOUTH GEORGIA ISLAND     USGS,2002-11-16 04:58:31
2002-11-17 13:53:56,47.126666666666665,146.82666666666665,496.0,7.0,7.0,3.0,8,323,SOUTHERN SEA OF OKHOTSK  NPS,2002-11-17 13:53:56
2002-12-11 06:02:19,34.221666666666664,141.95166666666665,35.0,6.1,5.0,None,3,107,FAR SE OFF BOSO PEN      NPS,2002-12-11 06:02:19
2003-01-20 17:43:06,10.49,160.77,33.0,6.7,7.8,None,9,None,SOLOMON ISLANDS          USGS,2003-01-20 17:43:06
2003-01-22 11:06:34,18.77,104.10333333333334,24.0,6.5,7.6,None,9,None,"JALISCO COAST, MEXICO    USGS",2003-01-22 11:06:34
2003-03-10 11:09:37,1.6916666666666669,127.295,94.0,6.2,None,None,9,None,"HALMAHERA, INDONESIA     USGS",2003-03-10 11:09:37
2003-03-25 11:53:25,8.293333333333333,120.74166666666666,33.0,6.2,6.1,None,9,None,"FLORES REGION, INDONESIA USGS",2003-03-25 11:53:25
2003-04-17 09:48:38,37.528333333333336,96.475,14.0,6.2,6.3,None,9,None,"QINGHAI, CHINA           USGS",2003-04-17 09:48:38
2003-05-03 14:03:03,15.141666666666667,173.74666666666667,33.0,6.3,6.1,None,9,None,TONGA                    USGS,2003-05-03 14:03:03
2003-05-14 15:03:35,18.265,58.63166666666667,42.0,6.5,6.5,None,9,None,NORTH ATLANTIC OCEAN     USGS,2003-05-14 15:03:35
2003-05-22 03:44:20,36.96333333333333,3.6333333333333337,12.0,6.5,6.9,None,9,None,NORTHERN ALGERIA         USGS,2003-05-22 03:44:20
2003-05-26 18:24:33,38.82,141.65,72.0,7.1,None,6.0,2,50,NORTHERN MIYAGI PREF     NPS,2003-05-26 18:24:33
2003-05-27 04:23:27,2.353333333333333,128.855,31.0,6.5,7.1,None,9,None,"HALMAHERA, INDONESIA     USGS",2003-05-27 04:23:27
2003-05-27 08:13:29,6.76,123.70666666666666,566.0,6.2,None,None,9,None,"MINDANAO, PHILIPPINE IS. USGS",2003-05-27 08:13:29
2003-06-09 10:52:48,24.481666666666666,121.76166666666668,43.0,6.3,5.7,1.0,8,311,TAIWAN REGION            NPS,2003-06-09 10:52:48
2003-06-10 17:40:33,23.576666666666668,121.68666666666668,92.0,6.3,6.3,2.0,8,311,TAIWAN REGION            NPS,2003-06-10 17:40:33
2003-06-17 07:08:02,55.49166666666667,159.9983333333333,175.0,6.3,None,None,9,None,KAMCHATKA                USGS,2003-06-17 07:08:02
2003-06-20 15:19:38,7.605,71.72166666666666,558.0,6.4,None,None,9,None,WESTERN BRAZIL           USGS,2003-06-20 15:19:38
2003-06-20 22:30:41,30.606666666666666,71.63666666666667,33.0,6.4,6.8,None,9,None,NEAR COAST OF CEN. CHILE USGS,2003-06-20 22:30:41
2003-06-23 21:12:34,51.43833333333333,176.78166666666667,20.0,6.3,7.0,None,9,None,"RAT ISLANDS,ALEUTIAN IS. USGS",2003-06-23 21:12:34
2003-07-16 05:27:50,2.5966666666666667,68.38166666666666,10.0,6.1,7.6,None,9,None,CARLSBERG RIDGE          USGS,2003-07-16 05:27:50
2003-07-21 22:53:58,5.48,148.85166666666666,190.0,6.2,None,None,9,None,"NEW BRITAIN, P.N.G.      USGS",2003-07-21 22:53:58
2003-07-25 18:37:45,1.5266666666666668,149.69333333333333,24.0,6.4,6.5,None,9,None,"NEW IRELAND, P.N.G.      USGS",2003-07-25 18:37:45
2003-07-26 07:13:31,38.405,141.17,12.0,6.4,6.1,6.5,2,50,NORTHERN MIYAGI PREF     NPS,2003-07-26 07:13:31
2003-07-27 15:25:34,46.818333333333335,139.14666666666668,487.0,7.1,6.9,3.0,8,318,SOUTHERN SIBERIA         NPS,2003-07-27 15:25:34
2003-08-04 13:37:20,60.531666666666666,43.41,10.0,6.2,7.5,None,9,None,SCOTIA SEA               USGS,2003-08-04 13:37:20
2003-08-21 21:12:49,45.10333333333333,167.14333333333337,28.0,6.6,7.5,None,9,None,"SOUTH ISLAND,NEW ZEALAND USGS",2003-08-21 21:12:49
2003-09-01 08:08:00,43.29666666666667,132.95333333333335,539.0,6.2,6.1,1.0,8,319,NEAR VLADIVOSTOK         NPS,2003-09-01 08:08:00
2003-09-22 03:16:13,19.916666666666668,95.67166666666668,10.0,6.1,6.9,None,9,None,MYANMAR                  USGS,2003-09-22 03:16:13
2003-09-26 04:50:07,41.778333333333336,144.07833333333335,45.0,8.0,7.9,6.0,1,28,SE OFF TOKACHI           NPS,2003-09-26 04:50:07
2003-09-26 06:08:01,41.708333333333336,143.69,21.0,7.1,7.3,6.0,1,29,SE OFF ERIMOMISAKI,2003-09-26 06:08:01
2003-09-26 15:26:58,42.18833333333333,144.775,27.0,6.1,6.4,4.0,1,28,SE OFF TOKACHI           NPS,2003-09-26 15:26:58
2003-09-27 20:33:24,50.02,87.82166666666667,16.0,6.5,7.5,None,9,None,"SW SIBERIA, RUSSIA       USGS",2003-09-27 20:33:24
2003-09-28 03:52:46,50.06166666666667,87.74666666666667,10.0,6.1,6.6,None,9,None,"SW SIBERIA, RUSSIA       USGS",2003-09-28 03:52:46
2003-09-29 11:36:55,42.35833333333333,144.55166666666668,43.0,6.5,6.3,4.0,1,28,SE OFF TOKACHI           NPS,2003-09-29 11:36:55
2003-10-01 10:03:25,50.21,87.72,10.0,6.3,7.1,None,9,None,"SW SIBERIA, RUSSIA       USGS",2003-10-01 10:03:25
2003-10-07 13:55:28,16.525,170.19166666666666,10.0,6.2,5.9,None,9,None,SAMOA REGION             USGS,2003-10-07 13:55:28
2003-10-08 18:06:56,42.565,144.66833333333332,51.0,6.4,6.0,4.0,1,28,SE OFF TOKACHI           NPS,2003-10-08 18:06:56
2003-10-11 09:08:48,41.86333333333333,144.43833333333333,28.0,6.1,6.5,3.0,1,28,SE OFF TOKACHI           NPS,2003-10-11 09:08:48
2003-10-17 19:19:06,5.466666666666667,154.085,132.0,6.2,None,None,9,None,SOLOMON ISLANDS          USGS,2003-10-17 19:19:06
2003-10-19 07:27:13,0.5016666666666667,126.07666666666668,33.0,6.1,6.1,None,9,None,NORTHERN MOLUCCA SEA     USGS,2003-10-19 07:27:13
2003-10-22 20:45:30,6.051666666666667,147.71666666666667,53.0,6.2,None,None,9,None,"E NEW GUINEA REG.,P.N.G. USGS",2003-10-22 20:45:30
2003-10-31 10:06:30,37.83166666666666,142.695,33.0,6.8,6.3,4.0,2,68,SE OFF MIYAGI PREF       NPS,2003-10-31 10:06:30
2003-11-01 22:10:08,37.77333333333333,143.27,46.0,6.2,5.8,2.0,2,70,FAR E OFF FUKUSHIMA PREF NPS,2003-11-01 22:10:08
2003-11-12 03:48:27,22.668333333333333,143.69166666666666,152.0,6.4,6.5,1.0,8,334,IOTO ISLANDS REGION,2003-11-12 03:48:27
2003-11-12 17:26:42,33.163333333333334,137.03333333333333,395.0,6.5,6.1,4.0,5,208,SE OFF KII PENINSULA     NPS,2003-11-12 17:26:42
2003-11-17 15:43:06,51.145,178.65,33.0,6.2,7.2,None,9,None,"RAT ISLANDS,ALEUTIAN IS. USGS",2003-11-17 15:43:06
2003-11-19 02:14:22,12.025,125.415,35.0,6.1,6.5,None,9,None,"SAMAR,PHILIPPINE ISLANDS USGS",2003-11-19 02:14:22
2003-11-26 05:19:46,5.58,150.88,35.0,6.1,6.4,None,9,None,"NEW BRITAIN, P.N.G.      USGS",2003-11-26 05:19:46
2003-12-06 06:26:09,55.53666666666667,165.78,10.0,6.1,6.5,None,9,None,KOMANDORSKY ISLANDS REG. USGS,2003-12-06 06:26:09
2003-12-10 13:38:10,22.808333333333337,121.28,32.0,6.6,6.6,1.0,8,311,TAIWAN REGION            NPS,2003-12-10 13:38:10
2003-12-23 04:15:56,35.705,121.10166666666667,8.0,6.1,6.4,None,9,None,CENTRAL CALIFORNIA       USGS,2003-12-23 04:15:56
2003-12-26 05:42:33,22.251666666666665,169.48666666666668,10.0,6.3,6.3,None,9,None,LOYALTY ISLANDS REGION   USGS,2003-12-26 05:42:33
2003-12-28 01:00:59,22.015,169.765,10.0,6.1,7.1,None,9,None,LOYALTY ISLANDS REGION   USGS,2003-12-28 01:00:59
2004-01-04 01:23:21,22.251666666666665,169.68166666666667,22.0,6.4,7.1,None,9,None,LOYALTY ISLANDS REGION   USGS,2004-01-04 01:23:21
2004-01-04 01:34:28,22.436666666666667,169.91833333333332,10.0,6.1,None,None,9,None,LOYALTY ISLANDS REGION   USGS,2004-01-04 01:34:28
2004-01-11 13:32:47,36.695,53.35166666666667,5.0,6.1,6.1,None,9,None,SOUTH INDIAN OCEAN       USGS,2004-01-11 13:32:47
2004-01-25 20:43:11,16.83,174.195,130.0,6.4,None,None,9,None,TONGA                    USGS,2004-01-25 20:43:11
2004-02-06 06:05:02,3.615,135.53666666666666,17.0,6.1,7.1,None,9,None,"IRIAN JAYA, INDONESIA    USGS",2004-02-06 06:05:02
2004-02-07 11:42:35,4.001666666666667,135.02166666666668,10.0,6.2,7.5,None,9,None,"IRIAN JAYA, INDONESIA    USGS",2004-02-07 11:42:35
2004-02-22 15:46:27,1.5583333333333331,100.48666666666666,42.0,6.3,5.7,None,9,None,"S SUMATERA, INDONESIA    USGS",2004-02-22 15:46:27
2004-04-06 06:24:04,36.51166666666666,71.02833333333334,187.0,6.4,None,None,9,None,AFGHANISTAN-TAJIKISTAN   USGS,2004-04-06 06:24:04
2004-04-18 00:58:24,7.351666666666667,128.37166666666667,129.0,6.1,None,None,9,None,BANDA SEA                USGS,2004-04-18 00:58:24
2004-04-23 10:50:30,9.361666666666666,122.83833333333334,66.0,6.5,None,None,9,None,SAVU SEA                 USGS,2004-04-23 10:50:30
2004-05-19 16:04:14,22.776666666666667,121.48333333333332,87.0,6.1,5.8,None,8,311,TAIWAN REGION,2004-05-19 16:04:14
2004-05-28 21:38:44,36.248333333333335,51.62166666666667,17.0,6.2,6.4,None,9,None,NORTHERN IRAN            USGS,2004-05-28 21:38:44
2004-05-30 05:56:06,34.10666666666667,141.85833333333332,23.0,6.7,5.5,1.0,3,107,FAR SE OFF BOSO PEN      NPS,2004-05-30 05:56:06
2004-06-11 00:19:57,55.681666666666665,160.0016666666667,189.0,6.1,None,None,9,None,KAMCHATKA                USGS,2004-06-11 00:19:57
2004-07-08 19:30:50,46.1,151.93166666666667,168.0,6.3,5.9,1.0,8,324,KURILE ISLANDS REGION,2004-07-08 19:30:50
2004-07-25 23:35:19,2.4266666666666667,103.98,582.0,6.8,None,None,9,None,"S SUMATERA, INDONESIA    USGS",2004-07-25 23:35:19
2004-08-07 18:30:16,51.751666666666665,166.31166666666667,8.0,6.3,5.4,None,9,None,S OF ALEUTIAN ISLANDS    USGS,2004-08-07 18:30:16
2004-08-28 22:41:27,34.93,70.38666666666667,1.0,6.1,6.3,None,9,None,CHILE-ARGENTINA BORDER   USGS,2004-08-28 22:41:27
2004-09-05 19:07:07,33.031666666666666,136.79666666666665,38.0,7.1,6.8,5.0,5,208,SE OFF KII PENINSULA     NPS,2004-09-05 19:07:07
2004-09-05 23:57:16,33.13666666666666,137.14,44.0,7.4,7.0,5.0,5,208,SE OFF KII PENINSULA     NPS,2004-09-05 23:57:16
2004-09-07 08:29:36,33.208333333333336,137.29166666666666,41.0,6.5,6.6,4.0,5,208,SE OFF KII PENINSULA     NPS,2004-09-07 08:29:36
2004-09-07 20:53:06,28.571666666666665,65.84,22.0,6.1,6.1,None,9,None,"SANTIAGO DEL ESTERO,ARG. USGS",2004-09-07 20:53:06
2004-09-08 23:58:23,33.11666666666667,137.28666666666666,36.0,6.5,6.0,3.0,5,208,SE OFF KII PENINSULA     NPS,2004-09-08 23:58:23
2004-10-08 17:27:53,10.95,162.16,36.0,6.1,6.9,None,9,None,SOLOMON ISLANDS          USGS,2004-10-08 17:27:53
2004-10-08 23:36:06,13.925,120.53333333333332,105.0,6.3,None,None,9,None,"MINDORO, PHILIPPINE IS.  USGS",2004-10-08 23:36:06
2004-10-15 13:08:51,24.601666666666667,122.82666666666668,83.0,6.6,6.5,5.0,7,289,NW OFF ISHIGAKIJIMA IS   NPS,2004-10-15 13:08:51
2004-10-23 17:56:00,37.29166666666666,138.86666666666667,13.0,6.8,6.3,7.0,4,132,MID NIIGATA PREF         NPS,2004-10-23 17:56:00
2004-10-23 18:03:12,37.35333333333333,138.98333333333332,9.0,6.3,5.9,5.5,4,132,MID NIIGATA PREF,2004-10-23 18:03:12
2004-10-23 18:34:05,37.305,138.93,14.0,6.5,6.3,6.5,4,132,MID NIIGATA PREF         NPS,2004-10-23 18:34:05
2004-10-27 10:40:50,37.29166666666666,139.03333333333333,12.0,6.1,6.0,6.0,4,132,MID NIIGATA PREF         NPS,2004-10-27 10:40:50
2004-11-09 00:54:59,23.981666666666666,122.42,34.0,6.4,6.0,2.0,7,289,NW OFF ISHIGAKIJIMA IS,2004-11-09 00:54:59
2004-11-10 08:58:23,11.15,163.705,13.0,6.6,6.7,None,9,None,SOLOMON ISLANDS          USGS,2004-11-10 08:58:23
2004-11-11 19:02:46,42.08,144.485,39.0,6.3,6.5,4.0,1,28,SE OFF TOKACHI           NPS,2004-11-11 19:02:46
2004-11-12 06:26:41,8.151666666666667,124.86666666666666,10.0,6.5,7.3,None,9,None,"TIMOR REGION, INDONESIA  USGS",2004-11-12 06:26:41
2004-11-12 07:49:48,8.255,124.93,10.0,6.1,6.4,None,9,None,"TIMOR REGION, INDONESIA  USGS",2004-11-12 07:49:48
2004-11-15 18:06:56,4.695,77.50666666666666,15.0,6.6,7.1,None,9,None,NEAR W COAST OF COLOMBIA USGS,2004-11-15 18:06:56
2004-11-20 17:07:22,9.601666666666668,84.17166666666667,16.0,6.2,6.3,None,9,None,COSTA RICA               USGS,2004-11-20 17:07:22
2004-11-21 20:41:07,15.678333333333333,61.705,14.0,6.3,6.1,None,9,None,LEEWARD ISLANDS          USGS,2004-11-21 20:41:07
2004-11-23 05:26:23,46.675,164.72,10.0,6.4,7.1,None,9,None,"OFF S ISL. W COAST, N.Z. USGS",2004-11-23 05:26:23
2004-11-26 11:25:03,3.608333333333333,135.40333333333334,10.0,6.2,7.2,None,9,None,"IRIAN JAYA, INDONESIA    USGS",2004-11-26 11:25:03
2004-11-29 03:32:14,42.945,145.275,48.0,7.1,6.9,5.5,1,27,OFF NEMURO PENINSULA     NPS,2004-11-29 03:32:14
2004-12-06 23:15:11,42.84666666666666,145.34166666666667,46.0,6.9,6.7,5.5,1,27,OFF NEMURO PENINSULA     NPS,2004-12-06 23:15:11
2004-12-14 14:56:10,44.07666666666667,141.69833333333332,9.0,6.1,5.7,5.5,1,2,RUMOI REGION             NPS,2004-12-14 14:56:10
2004-12-23 23:59:04,49.31166666666667,161.345,10.0,6.5,7.7,None,9,None,NORTH OF MACQUARIE IS.   USGS,2004-12-23 23:59:04
2004-12-26 09:58:53,3.295,95.98166666666668,30.0,7.0,8.8,None,9,None,OFF N SUMATERA W COAST   USGS,2004-12-26 09:58:53
2004-12-26 13:21:29,6.91,92.95666666666666,39.0,6.1,7.5,None,9,None,"NICOBAR ISLANDS, INDIA   USGS",2004-12-26 13:21:29
2004-12-26 19:19:31,13.461666666666666,92.73666666666666,26.0,6.1,6.0,None,9,None,"ANDAMAN ISLANDS, INDIA   USGS",2004-12-26 19:19:31
2004-12-26 20:05:00,13.531666666666666,92.84,13.0,6.3,6.3,None,9,None,"ANDAMAN ISLANDS, INDIA   USGS",2004-12-26 20:05:00
2004-12-27 18:39:06,5.346666666666667,94.65,35.0,6.2,5.9,None,9,None,"N SUMATERA, INDONESIA    USGS",2004-12-27 18:39:06
2005-01-06 09:56:29,5.321666666666666,94.835,50.0,6.1,5.5,None,9,None,"N SUMATERA, INDONESIA    USGS",2005-01-06 09:56:29
2005-01-17 05:17:52,10.933333333333334,140.84166666666667,25.0,6.3,6.7,None,9,None,WESTERN CAROLINE ISLANDS USGS,2005-01-17 05:17:52
2005-01-18 23:09:06,42.875,145.00666666666666,50.0,6.4,6.1,5.5,1,27,OFF NEMURO PENINSULA     NPS,2005-01-18 23:09:06
2005-01-19 15:11:29,33.93666666666667,142.01833333333337,31.0,6.8,5.8,1.0,8,328,FAR E OFF CENTRAL HONSHU NPS,2005-01-19 15:11:29
2005-01-23 05:30:17,7.726666666666667,159.475,29.0,6.2,6.5,None,9,None,SOLOMON ISLANDS          USGS,2005-01-23 05:30:17
2005-01-24 13:16:47,7.33,92.48166666666668,30.0,6.1,6.2,None,9,None,"NICOBAR ISLANDS, INDIA   USGS",2005-01-24 13:16:47
2005-02-05 12:34:25,16.01,145.86666666666667,143.0,6.3,None,None,9,None,MARIANAS                 USGS,2005-02-05 12:34:25
2005-02-05 21:23:18,5.291666666666667,123.33666666666667,525.0,6.4,None,None,9,None,"MINDANAO, PHILIPPINE IS. USGS",2005-02-05 21:23:18
2005-02-08 23:48:21,14.251666666666669,167.25833333333333,206.0,6.1,None,None,9,None,VANUATU (NEW HEBRIDES)   USGS,2005-02-08 23:48:21
2005-02-10 03:46:08,26.545,144.22166666666666,0.0,6.5,7.0,2.0,8,335,FAR E OFF OGASAWARA      NPS,2005-02-10 03:46:08
2005-02-15 08:38:08,41.72666666666667,79.44,22.0,6.1,6.2,None,9,None,KYRGYZSTAN-XINJIANG BDR. USGS,2005-02-15 08:38:08
2005-02-15 23:42:25,4.755,126.42,40.0,6.1,6.0,None,9,None,"TALAUD IS., INDONESIA    USGS",2005-02-15 23:42:25
2005-02-19 09:04:43,5.5616666666666665,122.12833333333332,10.0,6.3,6.3,None,9,None,"SULAWESI, INDONESIA      USGS",2005-02-19 09:04:43
2005-02-26 08:04:04,38.10666666666667,72.70666666666666,115.0,6.1,None,None,9,None,TAJIKISTAN               USGS,2005-02-26 08:04:04
2005-03-02 19:42:12,6.526666666666666,129.93166666666667,202.0,7.0,None,None,9,None,BANDA SEA                USGS,2005-03-02 19:42:12
2005-03-05 04:05:19,2.67,126.40666666666668,59.0,6.1,None,None,9,None,NORTHERN MOLUCCA SEA     USGS,2005-03-05 04:05:19
2005-03-06 04:06:52,24.581666666666667,121.76833333333332,41.0,6.2,5.9,2.0,8,311,TAIWAN REGION,2005-03-06 04:06:52
2005-03-06 14:21:43,84.94666666666667,99.39,10.0,6.1,6.1,None,9,None,N OF SEVERNAYA ZEMLYA    USGS,2005-03-06 14:21:43
2005-03-20 10:53:40,33.73833333333333,130.175,9.0,7.0,6.6,6.0,7,281,NW OFF KYUSHU            NPS,2005-03-20 10:53:40
2005-03-21 21:23:54,24.981666666666666,63.47,579.0,6.1,None,None,9,None,"SALTA PROV., ARGENTINA   USGS",2005-03-21 21:23:54
2005-03-29 01:09:36,2.085,97.10666666666668,30.0,7.2,8.4,None,9,None,"N SUMATERA, INDONESIA    USGS",2005-03-29 01:09:36
2005-03-29 03:30:44,0.9216666666666666,97.86666666666666,36.0,6.1,None,None,9,None,"N SUMATERA, INDONESIA    USGS",2005-03-29 03:30:44
2005-04-10 19:29:11,1.643333333333333,99.60666666666668,19.0,6.4,6.7,None,9,None,"S SUMATERA, INDONESIA    USGS",2005-04-10 19:29:11
2005-04-10 20:14:19,1.7133333333333334,99.77833333333334,30.0,6.2,6.3,None,9,None,"S SUMATERA, INDONESIA    USGS",2005-04-10 20:14:19
2005-04-11 07:22:15,35.72666666666667,140.62,52.0,6.1,5.5,5.5,3,110,NEAR CHOSHI CITY         NPS,2005-04-11 07:22:15
